cte_true,mc_mean,mc_std
-5.92148,3.40658,0.46318
-5.64602,2.49781,0.76006
-5.31408,-2.42988,1.42854
-4.92943,-3.08435,0.64329
-4.48517,-3.73103,0.83583
-4.03086,-3.00961,0.72910
-3.53536,-1.39320,0.31877
-3.00413,-2.79662,0.51311
-2.44299,-3.15471,0.62963
-1.82622,-3.25714,0.51503
-1.22992,-3.65042,0.69946
-0.62020,-2.41272,0.73766
-0.00267,-1.11364,1.04112
0.61538,0.13212,0.15961
1.21885,0.07669,0.15803
1.79726,0.04553,0.10272
2.35421,0.09296,0.11377
2.87155,0.08435,0.15169
3.34743,0.10084,0.12218
3.79846,0.06597,0.15603
4.15116,0.05502,0.13471
4.45656,0.02915,0.16181
4.70719,0.04328,0.09444
4.89642,0.02048,0.10058
5.00156,-0.07535,0.10851
5.04233,-0.04159,0.17973
5.01806,-0.10969,0.19384
4.91469,-0.11629,0.16772
4.74836,-0.24311,0.16829
4.52209,-0.20352,0.17980
4.23111,-0.33406,0.16825
3.88509,-0.62561,0.16191
3.49300,-1.67855,0.38673
3.05162,-2.31504,0.20428
2.56107,1.98193,0.32040
2.03430,1.11322,0.29140
1.47061,0.84581,0.21707
0.89042,1.63529,0.26612
0.29793,-0.19513,0.13811
-0.31480,-0.10721,0.12406
-0.93518,-0.58695,1.09920
-1.55930,-4.33497,0.84963
-2.18025,5.18422,1.10902
-2.79153,-2.87605,1.95341
-3.38309,3.83297,0.69760
-3.95107,3.53478,0.49531
-4.48982,4.51912,0.86077
-4.99346,4.61420,0.75737
-5.45651,4.13950,0.67260
-5.87109,2.96245,0.66616
-6.24740,2.47486,0.61382
-6.56357,2.28656,0.51397
-6.82355,2.59822,0.51044
-7.02128,2.71659,0.70457
-7.16491,3.25438,0.64420
-7.24726,2.81679,0.64379
-7.26496,3.47802,0.66594
-7.21852,3.56609,0.76110
-7.10874,3.92606,0.66537
-6.93652,3.43521,0.45849
-6.69517,3.26135,0.40365
-6.40957,3.07503,0.50923
-6.06316,1.83882,0.80159
-5.67365,-2.99567,0.92942
-5.22891,-0.91171,1.92751
-4.75651,-4.26641,0.82052
-4.24571,-2.67434,0.76952
-3.70210,0.50023,0.31751
-3.13157,-2.12555,0.77467
-2.54029,-1.74664,0.58018
-1.93465,-2.88513,0.69258
-1.29765,-2.16095,0.51684
-0.68082,0.72516,1.30912
-0.05896,-0.20357,1.29902
0.56646,0.17481,0.14531
1.18916,0.10987,0.12414
1.80017,0.09161,0.13783
2.40541,0.07131,0.10373
2.97768,0.07325,0.12904
3.52655,0.17310,0.18978
4.03825,0.13850,0.11869
4.51701,0.07027,0.17714
4.95603,0.05410,0.09622
5.35883,0.05785,0.11577
5.68480,0.03149,0.12384
5.95435,0.08285,0.14252
6.16459,0.03418,0.12901
6.31380,0.08832,0.15783
6.39011,0.06260,0.13659
6.40243,0.03935,0.09419
6.35197,0.02761,0.12289
6.22904,-0.02018,0.11516
6.04418,-0.02985,0.09164
5.80440,-0.03529,0.13701
5.49150,-0.03291,0.20172
5.12541,-0.07962,0.17747
4.71010,-0.12985,0.13565
4.25402,-0.45549,0.20002
3.75399,-1.41652,0.30530
3.21593,0.98272,0.52917
2.64916,1.43343,0.27071
2.05664,0.50196,0.23527
1.44860,1.07937,0.23590
0.83645,-0.09601,0.55490
0.22113,0.00283,0.14759
-0.39030,-0.07344,0.17559
-0.99865,-3.61626,0.61223
-1.60890,3.19315,0.80400
-2.22412,-5.58581,1.49783
-2.84277,-0.98312,1.63392
-3.46048,-3.12503,2.60429
-4.07276,-2.11530,0.46380
-4.67324,1.69335,0.37484
-5.25545,0.39452,0.21860
-5.81306,0.21054,0.16483
-6.34556,0.11393,0.11162
-6.83579,0.01834,0.16914
-7.28562,0.04246,0.10413
-7.68386,0.06062,0.12244
0.00297,-3.15896,0.35224
0.00296,-3.18355,0.36141
0.00297,-3.14212,0.37363
0.00236,-3.17483,0.51543
0.00142,-3.20964,0.49147
0.00024,-3.25075,0.54414
-0.00157,-3.01574,0.29849
-0.00396,-2.98929,0.29274
-0.00695,-2.82872,0.34075
-0.01059,-3.17049,0.41691
-0.01496,-2.89385,0.49985
-0.02014,-3.40849,0.56511
-0.02620,-3.40076,0.32211
-0.03319,-3.45098,0.61269
-0.04604,-3.85335,0.57616
-0.05048,-3.82421,0.47320
-0.06062,-3.76415,0.42353
-0.06512,-3.39659,0.56504
-0.07934,-3.55809,0.52442
-0.09510,-3.47380,0.45290
-0.11222,-3.36846,0.43101
-0.13074,-3.16297,0.58985
-0.15082,-3.25260,0.58490
-0.17235,-2.90477,0.59351
-0.19523,-2.69101,0.81522
-0.21928,-3.02322,0.67447
-0.24452,-2.92460,0.48790
-0.27077,-2.96652,0.73427
-0.29796,-2.78727,0.57435
-0.32527,-3.08605,0.53712
0.00257,-3.18584,0.46084
0.00257,-3.17307,0.41119
0.00257,-3.18843,0.55912
0.00232,-3.21840,0.46098
0.00221,-3.23719,0.48817
0.00177,-3.32398,0.47947
0.00103,-3.05618,0.44074
0.00018,-3.07514,0.30185
-0.00093,-2.80270,0.56956
-0.00246,-3.16532,0.46579
-0.00401,-2.94186,0.39473
-0.00587,-3.43120,0.41510
-0.00804,-3.02160,0.49711
-0.01053,-3.01637,0.53422
-0.01337,-3.06635,0.49766
-0.01658,-3.09125,0.51574
-0.02017,-3.32447,0.46820
-0.02419,-3.51408,0.28914
